"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"X48874","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus","lylae"
"X4335450","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","",""
"X856135","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",""
"X1127820","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga",""
"X431412","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","",""
"X4413728","Bacteria","Gemmatimonadetes","Gemm-3","","","",""
"X1139117","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria","palustris"
"X576830","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","succinogenes"
"X4350694","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","Candidatus Xiphinematobacter",""
"X897649","Bacteria","Cyanobacteria","ML635J-21","","","",""
"X2598752","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","HTCC2188","",""
"X163857","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio",""
"X4365850","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","",""
"X947115","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",""
"X654665","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","orale"
"X4463851","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatirhabdium","butyrativorans"
"X14492","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Bacillus","racemilacticus"
"X4406781","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor",""
"X4457032","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",""
"X4473893","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","",""
"X100095","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Cupriavidus",""
"X806092","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Clavibacter","michiganensis"
"X572259","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","","",""
"X209237","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","haemobos"
"X191359","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Citricoccus","alkalitolerans"
"X4457554","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Mycoplana",""
"X698236","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",""
"X870223","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","",""
"X666967","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","","",""
"X80896","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","K82",""
"X1921593","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides",""
"X352392","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca",""
"X912997","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","simulans"
"X280661","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina",""
"X1142337","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter",""
"X11439","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus","obscurus"
"X200278","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus",""
"X325763","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",""
"X781371","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dietziaceae","Dietzia","timorensis"
"X553058","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","",""
"X4425152","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",""
"X556100","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"X111659","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","invocatus"
"X4341663","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas",""
"X942852","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",""
"X1730876","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","acidocaldarius"
"X715800","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","",""
"X729697","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter",""
"X1024772","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",""
"X1130161","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae","Millisia","brevis"
"X4347599","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","metschnikovii"
"X1021335","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","",""
"X4380426","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fragi"
"X699322","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria",""
"X4345058","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","ACK-M1","",""
"X4309488","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","","",""
"X4306461","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","",""
"X4343217","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","shilonii"
"X2534140","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fluorescens"
"X93927","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium",""
"X10413","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium",""
"X112313","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","bovis"
"X1129906","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Wautersiella",""
"X4389007","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter",""
"X366545","Bacteria","[Thermi]","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",""
"X4468617","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Pontibacter",""
"X4401903","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","KD1-23",""
"X833864","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Mycetocola",""
"X4347658","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Soehngenia",""
"X789693","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Cryomorpha","ignava"
"X212159","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"X832300","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","","",""
"X364805","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","",""
"X4331180","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","wittichii"
"X68753","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","badius"
"X115315","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Yaniellaceae","Yaniella",""
"X2823499","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Xylanimicrobium",""
"X60814","Bacteria","Chlorobi","SJA-28","","","",""
"X342928","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","acidaminiphila"
"X4404405","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Desemzia",""
"X4366551","Bacteria","Gemmatimonadetes","Gemm-5","","","",""
"X1068363","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas",""
"X28244","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","",""
"X151176","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","komagatae"
"X136948","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Nesterenkonia",""
"X232905","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","",""
"X4342039","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","pantothenticus"
"X654051","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Pseudoclavibacter","bifida"
"X344620","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio",""
"X143736","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Novispirillum",""
"X111748","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Ellin5301","",""
"X1128131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor",""
"X2874960","Bacteria","[Thermi]","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","aquatilis"
"X247439","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","",""
"X4341586","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Thermovum","composti"
"X257909","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella",""
"X317329","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3","","",""
"X567491","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","barengoltzii"
"X1110235","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",""
"X331489","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","",""
"X4431590","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineococcus","xinjiangensis"
"X4336330","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas",""
"X4319596","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Afifella",""
"X3341679","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",""
"X4401530","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dokdonella",""
"X4437422","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","animaloris"
"X2096960","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Weeksella","virosa"
"X4400372","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces",""
"X587227","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Trebouxiophyceae","",""
"X274061","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiohalocapsa","marina"
"X1129841","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum","pseudintermedium"
"X89669","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Pleomorphomonas","oryzae"
"X585360","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",""
"X217746","Bacteria","Chloroflexi","Ellin6529","","","",""
"X279325","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Salinibacterium",""
"X4465540","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Terracoccus",""
"X4212795","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","",""
"X643828","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","","",""
"X360432","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",""
"X1111558","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Oceanicaulis",""
"X4317875","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Hydrogenophilus",""
"X3846643","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobaca",""
"X439457","Bacteria","Firmicutes","Bacilli","Bacillales","[Thermicanaceae]","Thermicanus",""
"X461764","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"X588720","Bacteria","FBP","","","","",""
"X4340498","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Cellulomonas","xylanilytica"
"X1090029","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sanguibacteraceae","Sanguibacter",""
"X4282872","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","mucosa"
"X3120500","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia",""
"X4447394","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","acnes"
"X1837676","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Vermamoeba","vermiformis"
"X725974","Bacteria","Proteobacteria","","","","",""
"X1132891","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium",""
"X2504865","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","",""
"X4432889","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Knoellia","subterranea"
"X128801","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Wolinella","succinogenes"
"X1084157","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Janibacter",""
"X13047","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","arupense"
"X2920133","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"X176468","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","cowanii"
"X1111109","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]","[Fimbriimonadaceae]","",""
"X726730","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus Rhodoluna",""
"X4304790","Bacteria","Firmicutes","Clostridia","Clostridiales","Symbiobacteriaceae","Symbiobacterium",""
"X4461447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum",""
"X749696","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","acidiphilum"
"X4332047","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","Ellin517","",""
"X4632","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","zavarzinii"
"X3339747","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","",""
"X113150","Bacteria","Actinobacteria","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae","",""
"X197265","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","amazonensis"
"X4482839","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium","petroleiphilum"
"X590404","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",""
"X580942","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales","Thiohalorhabdaceae","",""
"X1129599","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","nitrogenifigens"
"X28089","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",""
"X1069076","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",""
"X1134094","Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",""
"X2907887","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agrococcus",""
"X259097","Bacteria","Synergistetes","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","piscolens"
"X4415093","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Microthrixaceae","",""
"X2785334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","capsulatus"
"X4462474","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","zeaxanthinifaciens"
"X317854","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",""
"X139268","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flectobacillus",""
"X2344267","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Aristolochia","macrophylla"
"X556428","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","oncorhynchi"
"X4333669","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Segetibacter",""
"X880506","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","GW-34",""
"X4470065","Bacteria","[Thermi]","Deinococci","Deinococcales","Trueperaceae","Truepera",""
"X13332","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Williamsiaceae","Williamsia",""
"X4399780","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum",""
"X484444","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","coleohominis"
"X4343672","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter",""
"X3035626","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Arabidopsis","thaliana"
"X11427","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Blastococcus","aggregatus"
"X4319416","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella",""
"X4347549","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas",""
"X1126230","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Devriesea","agamarum"
"X4424365","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Blvii28",""
"X151868","Bacteria","TM7","TM7-3","EW055","","",""
"X4396481","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","leguminosarum"
"X4393056","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",""
"X3568710","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Hypseocharis","pimpinellifolia"
"X819226","Bacteria","Chlorobi","OPB56","","","",""
"X1119093","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","","",""
"X4295230","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia","meningoseptica"
"X4431608","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","brevis"
"X4345543","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",""
"X86555","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5","",""
"X4465276","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","biprosthecium"
"X4362620","Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",""
"X113751","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","",""
"X4467056","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Actinotalea",""
"X1141722","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",""
"X725377","Bacteria","Bacteroidetes","","","","",""
"X173212","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","sciuri"
"X912160","Bacteria","Proteobacteria","Deltaproteobacteria","Spirobacillales","","",""
"X3189290","Bacteria","Verrucomicrobia","[Methylacidiphilae]","Methylacidiphilales","LD19","",""
"X4379848","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","succinicans"
"X517273","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","4W",""
"X3755054","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas","mangrovi"
"X6303","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","capsulatum"
"X2041722","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Acanthamoeba","castellanii"
"X4347078","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Serinicoccus",""
"X704360","Bacteria","[Thermi]","Deinococci","Thermales","Thermaceae","Meiothermus",""
"X370301","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas",""
"X543675","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Tsukamurellaceae","Tsukamurella",""
"X1139398","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium","chocolatum"
"X547463","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","arboriphilus"
"X4454082","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Helcobacillus","massiliensis"
"X4327233","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Curtobacterium",""
"X1142524","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","chironomi"
"X4306353","Bacteria","Actinobacteria","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae","Nitriliruptor",""
"X4396152","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae","Gordonia",""
"X722182","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","balearica"
"X613779","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Pullulanibacillus",""
"X1793596","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter",""
"X515169","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Bogoriellaceae","Georgenia",""
"X4426207","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",""
"X247298","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Kozakia","baliensis"
"X656307","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Petrobacter","succinatimandens"
"X4041568","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora","carbonacea"
"X835880","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","symbiotica"
"X4362005","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Emticicia",""
"X4362269","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus","profundi"
"X14554","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bacillus","thermoalkalophilus"
"X4379731","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","flavotricini"
"X12666","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineococcus",""
"X1129425","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",""
"X2894059","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",""
"X342971","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconacetobacter","diazotrophicus"
"X104155","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia","ramosa"
"X536058","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","",""
"X4315469","Bacteria","Elusimicrobia","Endomicrobia","","","",""
"X724665","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Kytococcus",""
"X3261476","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Granulibacter","bethesdensis"
"X5364","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",""
"X4380803","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","mesenteroides"
"X4407958","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","","",""
"X4452258","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella",""
"X111129","Bacteria","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","",""
"X4437436","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","pseudoalcaligenes"
"X4366287","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Pelagibacteraceae","",""
"X777467","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermatophilaceae","Dermatophilus",""
"X4345004","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Arthronema",""
"X1144051","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Marinactinospora","thermotolerans"
"X309900","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","delafieldii"
"X726273","Bacteria","Chloroflexi","Anaerolineae","SJA-15","","",""
